"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Florence County","SC","Florence","45","041",448,169000,169900,164900,163500,159950,164900,164400,165000,159900,159900,159900,150000,149900,130450,152900,155000,154250,154000,149900,149000,149900,149900,145500,138700,139900,139900,139900,139900,139999,143900,139900,139900,136900,137100,138900,135000,135000,129900,134900,136900,139500,139900,139900,139900,139900,139900,139900,139900,135000,135000,139900,147000,146900,143900,144950,146750,149900,149450,149900,149900,149900,149900,151450,155500,160000,165000,169900,166950,164900,164900,162900,159900,159607,159299.5,157000,159900,159900,168500,164900,159900,159900,159900,159800,159900,159900,159900,161352.5,159900,165000,174900,172000,169900,165443.5,168000,169000,172436,168500,173417,175000,176928,179900,177900,177900,179900,179900,184200,171695,171950,170400,182900,180500,197400
"Midland County","TX","Midland","48","329",449,187900,189000,194950,199000,198500,198500,189900,189900,189900,189900,184900,181200,179900,179900,177700,180000,182000,187000,192500,197450,194950,189900,189900,187000,209999,203126,220000,221000,234750,235000,229900,219900,220000,222000,225000,225000,210000,206000,219900,225000,235000,242500,259100,259900,260000,269450,259997.5,260000,250000,249900,249900,265000,269900,278500,289000,289450,283500,284000,279250,279000,279900,275000,279000,285000,279900,279900,274900,265000,259900,263000,257000,247935,245500,250000,264950,260000,250000,249000,254900,249000,249000,239900,236100,236000,239900,245000,254000,260000,267680,268500,267660,274900,260000,265000,266925,279900,284900,285000,3e+05,314750,320000,319990,320000,314995,299900,320000,320000,320000,319900,322990,318995,329900
"Fayette County","PA","Pittsburgh","42","051",450,109900,109900,105000,109900,119000,119000,114950,119800,119900,115000,119900,114900,109000,109900,110000,114900,119000,119900,119900,123900,129900,129900,125000,129900,134000,130000,148500,138950,138450,130000,135000,129900,125000,128950,122900,121900,119000,119900,123200,124900,129900,129000,129800,129900,130000,139900,135000,130950,129900,127450,129900,131450,132750,134950,139900,136600,132900,131000,129900,129900,126000,130000,128250,129900,132900,135000,138450,132450,129000,127900,125000,125000,124950,124900,124900,129900,129900,129900,129900,129000,129000,125000,124950,125000,129900,134900,129900,124900,125000,129900,129900,129900,129900,125000,125000,124700,124700,124900,128000,130000,130000,134900,130000,129900,129900,127500,125000,124900,125000,125000,127750,125000
"Dorchester County","SC","Charleston-North Charleston","45","035",451,179900,179900,184900,184586.5,185000,180000,175000,175000,174900,173950,174900,172750,169900,168000,169500,170000,175000,179000,179900,178640,179000,175000,176945,175000,175000,176990,174365,173490,174900,176849,175000,175700,175000,178990,178900,180000,179000,183900,186390,193792.5,189900,194000,194195,195000,196800,201000,194590,189995,195000,194900,195000,195395,195000,194900,198900,2e+05,202695,199880,199200,198800,199400,203945,209900,210000,209900,211602.5,211500,211495,210000,209450,206302.5,207747.5,219000,223732.5,224900,225000,225000,225000,229000,229900,230000,234990,235000,229900,229999.5,233090,243900,246820,250000,249900,249900,250475,255490,255000,254900,258540,259900,259900,259545,260000,260000,260000,258265,257990,259900,255300,250000,256950,257945,255000,259837.5,259945
"Napa County","CA","Napa","06","055",452,575000,540000,499950,525000,525000,554500,549000,539000,539000,524807,529000,499000,499900,469000,449000,472000,479450,495000,499000,515000,495000,511000,497500,495000,480000,483500,475000,479000,499000,549000,539450,559000,575000,575000,589000,577000,575000,595000,579000,625000,685000,691999.5,689000,670000,676450,652500,695000,695000,649000,695000,715000,718500,695000,695000,688000,692000,699000,680000,659900,650000,629000,640950,664900,695000,695451,691000,724500,709995,749450,732500,725000,699000,699000,679000,679000,699950,726475,739500,739000,729250,739000,749000,749000,799000,749000,749000,749000,749000,769250,749000,760000,775000,795000,795000,795000,769000,751944,749000,775000,799000,849000,839900,785000,799000,804000,825000,799000,799000,749997,777000,819000,839000
"Calhoun County","MI","Battle Creek","26","025",453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,133539,131900,134900,129900,128200,125000,126250,127250,125000,125000,135000
"Tazewell County","IL","Peoria","17","179",454,139900,139900,149900,149900,149900,149000,144900,144900,149000,144900,145860,139900,136750,139900,144500,139900,139995,142500,143750,144900,139900,134950,129900,129900,129900,129900,138500,134900,144900,138000,134900,129900,125000,124900,122200,115000,119000,115900,121450,129900,134500,132000,132250,129900,132200,134900,131500,129400,128700,129900,134900,139900,139900,139900,137900,139000,136900,137200,132750,134900,135900,139900,141500,143000,147900,147500,145000,139900,139900,140000,139900,134900,135900,134000,139900,144500,148000,149900,146900,139900,135900,134900,135900,134950,136900,137700,139600,139900,140000,144900,142250,139900,139000,135750,132900,129800,129900,134900,134900,139000,137000,139900,144500,139900,134900,135000,134900,129900,129900,129450,134700,136400
"Chautauqua County","NY","Jamestown-Dunkirk-Fredonia","36","013",455,119900,118850,119000,121750,125900,127500,129900,129000,129900,129900,129900,129900,131900,118450,127500,124900,124900,131000,131000,129500,135000,135000,135000,136500,139500,149900,139400,142000,144500,144150,139900,139900,133850,129250,124900,124950,133900,134900,127900,134900,132950,129000,129000,129900,129900,125000,125000,122400,115000,114900,125000,125000,134900,130000,129900,129900,132900,134900,129900,119900,125000,119899.5,116700,118450,119900,119900,119900,119900,124900,124900,124750,119900,115000,114900,115000,124800,129250,129900,124900,124000,119500,119000,114900,114900,110950,114900,115000,114900,120000,124250,123450,124900,124900,119900,119900,117900,114800,109900,110000,114900,119900,129000,126700,124950,124700,124900,121900,122000,115000,119900,119900,124900
"Humboldt County","CA","Eureka-Arcata-Fortuna","06","023",456,299000,302500,299725,299500,3e+05,299500,299700,299000,297792,289925,285000,279999,279000,259450,269900,269000,269000,271950,275000,269900,269900,269950,265000,258000,255000,249700,249250,250000,264950,275000,275000,274500,272000,259450,259926,250000,249900,260000,268800,275000,279000,279450,277300,285000,289000,289000,277000,279000,279000,279900,279000,285000,295000,299000,295000,285000,289000,279000,279000,274950,273000,269995,275000,284500,280500,279000,279900,280200,285450,285900,297250,299000,295900,288900,279900,289900,309000,314000,319000,329500,327000,319950,315000,320000,327000,329000,329500,345000,365000,365000,364000,365000,372250,379000,385000,395500,399000,382500,380000,395000,379450,375000,381200,379000,385000,369500,369000,375000,374500,350000,369950,375000
"Coconino County","AZ","Flagstaff","04","005",457,330000,324900,319000,319850,319900,319000,318500,325000,320000,323750,319000,310000,3e+05,299900,3e+05,299900,3e+05,299000,283500,284900,289900,284000,279900,279000,285950,275000,275000,282250,289900,289000,289900,295000,299000,294500,294750,299000,298250,292600,286950,295000,299500,304999.5,315000,309900,310000,302400,305000,317000,314580,319375,325000,329900,330000,336946,339900,332500,335000,335320,345000,342653,335000,338505.5,337373,342700,343275,349900,349900,349900,353686,355000,360672,360671,359900,359450,349900,355000,364950,359900,359000,365000,369900,379000,385000,391750,399450,395000,384900,389000,389950,393066.5,395000,391431.5,398500,399000,399000,399900,409000,414875,429000,427002.5,420000,420000,419000,415000,420000,419900,424900,419600,419900,415000,4e+05,408250
"Robeson County","NC","Lumberton","37","155",458,99000,99949.5,99000,105000,98900,109900,115000,120000,125000,125000,125000,120000,118000,125000,124900,120000,115000,119900,119500,125000,129900,129900,129000,129900,139950,139900,139400,134900,139400,129900,125250,129900,119997.5,119900,124900,119950,119900,119900,120000,123575,120000,119900,123250,124950,125000,121500,119900,120400,122900,119900,119500,115000,114900,119900,122000,121600,115000,111000,114450,119900,117500,109900,115000,109500,112500,115000,119900,119900,119900,121500,115000,115000,109999.5,110000,115000,111500,115000,118000,118950,119947.5,115000,111750,115000,107700,99900,104500,112900,119500,119950,119500,120000,120000,119500,119000,119925,119000,114900,116000,109900,109900,119000,122500,115000,111000,115000,118400,119900,114999.5,109000,105796,110000,110000
"Marathon County","WI","Wausau","55","073",459,143900,147550,147900,146900,144950,144400,145900,147450,142900,139900,139900,134900,134900,134900,139900,139500,138750,139500,139650,134900,134900,133000,132000,129900,129000,129900,129900,132000,132000,134900,135000,134900,133950,133000,130000,129500,129000,128900,129900,129900,132500,129900,129900,129900,129900,129500,128950,124900,120000,119900,122950,124900,129900,129900,133157.5,134900,134900,133900,131700,134900,129900,130750,134900,137900,137900,134900,134250,139900,137900,130000,117700,114900,115000,119900,120000,129900,139900,142700,139900,139900,137000,139900,139900,132000,120000,133187.5,140000,149900,149900,149900,149900,149900,147450,153900,149999,144900,159900,164900,169850,174900,174900,178000,175000,169900,169000,167500,169900,169900,174250,172900,169900,168000
"Orange County","NC","Durham-Chapel Hill","37","135",460,320000,324900,324900,324700,329900,328950,324900,325000,329000,325000,325000,318200,299300,300495,3e+05,307000,3e+05,299900,295000,289900,295000,295000,3e+05,297900,295000,299000,299900,299900,299900,287750,287500,279900,274950,274900,269850,259900,259900,274500,299000,309400,319746,321716,315000,3e+05,3e+05,314750,3e+05,298400,298400,3e+05,315000,324450,329000,325000,320000,325000,330000,331900,334900,339400,348000,349900,367900,378000,385000,379500,379990,380000,379900,376000,372450,369250,374950,365000,369000,372500,374950,368000,364000,361450,365000,374900,375000,376750,369000,378500,381995,385950,389900,393000,389900,385000,380000,391150,389500,375000,378930,385000,390000,403900,399900,399900,399900,399000,399000,389000,389900,386750,375000,391450,402000,417500
"Lebanon County","PA","Lebanon","42","075",461,179900,179900,180000,175000,174900,172625,171625,169900,180000,178000,175850,179900,182000,184900,179900,179000,179900,184400,184900,187500,184900,179900,178800,179900,178950,179900,180000,187700,181700,179900,177389.5,176389.5,174900,174500,179900,179900,176939.5,179900,179900,177900,198000,198765,197700,194900,197000,196600,197900,224900,199900,199900,199900,199900,2e+05,199000,199000,193000,194900,190900,190780,195900,194900,186900,189000,189000,185000,179900,184900,186500,201693.5,189900,191385,189900,189900,179900,199500,187500,189900,200922.5,188750,189900,192700,204900,194900,195000,198400,204130,228900,215900,209650,209900,219900,224650,219000,234900,238400,251429,254495,258500,249900,247500,249900,248990,242945,242500,249000,239120,244200,249999.5,249900,259900,267850,259900
"Douglas County","GA","Atlanta-Sandy Springs-Roswell","13","097",462,149900,145000,145000,146950,139900,135900,134900,134900,129900,134900,134900,127900,124900,117250,119900,119900,124900,120000,117000,115000,115000,110000,109900,107900,99999.5,99000,101000,99900,99999.5,1e+05,104900,112900,115000,117000,124900,120000,119700,120000,120000,129900,130000,130000,134900,130000,134900,138500,140000,139570.5,139000,139120.5,144900,149900,148750,151594.5,152400,159000,155000,159900,155682,148500,149900,150000,153250,157900,159650,159900,162000,165000,165000,164900,165000,168900,169900,165000,167000,175000,179900,184900,180015,182265,184342.5,179900,179500,179900,179900,179900,187740,187620,189060,189900,189950,188123,191900,189900,189900,189900,189900,190000,191048,196737.5,199900,2e+05,205000,2e+05,2e+05,2e+05,2e+05,204990,204995,219496.5,224000,210000
"Washington County","WI","Milwaukee-Waukesha-West Allis","55","131",463,209900,205000,201950,204900,209000,207950,204900,214400,209900,204990,194900,192795,189900,189900,189900,189900,189700,188450,188250,185000,179900,179900,174900,174500,169900,169900,169900,169900,174900,172000,172000,170000,169900,174900,169900,169500,179900,181900,185900,186900,188500,194900,194900,195000,194900,193858,194900,185900,181000,179900,184900,189900,199900,204250,209900,214950,218000,211950,205000,2e+05,197500,199900,199900,206900,209900,214900,225000,225000,229900,233900,229900,223900,214999,208450,214950,224950,219900,224490,252390,254950,255495,259090,258390,261040,264950,264900,262999.5,248450,259900,264545,254900,254500,245000,257900,256450,254700,264450,261200,264900,267900,269000,269900,269450,260830,255000,259900,257000,259900,264900,266500,284900,278000
"Madison County","IN","Indianapolis-Carmel-Anderson","18","095",464,84900,84700,84900,84900,84900,79950,82462,82900,78000,76900,78500,74900,75950,79200,79000,79900,83950,82950,84900,84900,84900,82900,82650,79900,79900,79900,79900,79900,79900,79950,79900,79900,79900,79900,74950,75000,75000,78700,78500,80000,83400,82900,81450,80000,82500,79900,79900,78000,76900,78995,78700,79900,87900,88250,87000,84900,81900,84800,80000,75000,74900,76900,76600,84500,84900,84950,85500,79900,79900,76600,75000,69900,69350,69900,70000,74900,78900,79908.5,82750,86300,82950,84150,82000,78900,74900,75900,77875,80000,92450,94900,95000,95000,95000,91900,89900,85000,83306,83900,87000,91500,99900,99900,109900,109900,104900,104900,99900,93500,99900,109000,110500,115000
"Rapides Parish","LA","Alexandria","22","079",465,162900,169900,169000,174900,179450,176900,175000,170000,169900,165000,164900,164900,164500,169000,169900,168700,171500,169900,165000,159900,164900,159900,162000,165000,160000,164500,159950,149950,154900,159900,157900,157000,159250,157750,159900,160000,159450,162250,161000,164500,159900,167000,172750,174900,172000,172000,169900,169950,168000,166000,165000,169900,169700,174000,169500,169900,170500,165000,168200,166000,165000,164650,165000,168900,174200,171000,169900,169900,168250,166000,161500,159500,159525,160500,169000,170000,179900,179900,185900,180000,187500,189900,192750,189900,189900,189900,189900,189950,179900,180000,179450,179900,183000,182500,179900,179900,179900,179000,179000,179500,179700,179950,181250,179700,180000,179300,175000,175000,179900,185000,189000,199000
"Sandoval County","NM","Albuquerque","35","043",466,239000,234900,224950,224900,224500,220000,216272,214000,210000,209900,208000,199600,199900,197350,199900,204900,212995,218000,216000,218990,219900,219000,215000,215000,207945,199900,199925,204900,208750,210000,207990,207807,2e+05,2e+05,199900,198500,194500,199900,2e+05,207000,219900,225000,223900,219900,218500,219900,214500,205000,205000,201990,215000,219900,220000,217500,210990,214995,209900,205000,206990,2e+05,199900,198000,204000,211000,215000,220637.5,220000,219900,224000,224900,224900,226495,229000,230000,236195,244427,249900,244999,243962.5,241495,240000,245450,236375,235000,232900,232995,234820,235000,235990,239900,236990,235000,238990,239000,239900,239900,239995,246470,248990,249800,250000,249994.5,250000,250000,251990,253490,255490,254950,258990,265000,267495,268645
